,generation,fitness
0,1,512
1,1,0
2,1,0
3,1,128
4,1,0
5,1,0
6,1,0
7,1,0
8,1,0
9,1,0
10,1,248
11,1,0
12,1,512
13,1,0
14,1,0
15,1,0
16,1,0
17,1,8
18,1,248
19,1,0
20,1,0
21,1,0
22,1,0
23,1,0
24,1,0
25,2,512
26,2,512
27,2,512
28,2,512
29,2,512
30,2,512
31,2,0
32,2,512
33,2,512
34,2,0
35,2,512
36,2,0
37,2,48
38,2,512
39,2,248
40,2,512
41,2,512
42,2,512
43,2,608
44,2,512
45,2,512
46,2,608
47,2,32
48,2,296
49,2,512
50,3,608
51,3,608
52,3,512
53,3,512
54,3,512
55,3,0
56,3,512
57,3,440
58,3,0
59,3,512
60,3,440
61,3,680
62,3,248
63,3,512
64,3,512
65,3,0
66,3,0
67,3,512
68,3,512
69,3,512
70,3,512
71,3,512
72,3,512
73,3,248
74,3,512
75,4,680
76,4,608
77,4,248
78,4,608
79,4,608
80,4,512
81,4,248
82,4,512
83,4,440
84,4,440
85,4,512
86,4,512
87,4,248
88,4,680
89,4,512
90,4,0
91,4,512
92,4,512
93,4,608
94,4,680
95,4,512
96,4,0
97,4,512
98,4,0
99,4,512
100,5,680
101,5,680
102,5,512
103,5,248
104,5,512
105,5,512
106,5,0
107,5,248
108,5,512
109,5,0
110,5,512
111,5,584
112,5,512
113,5,248
114,5,680
115,5,0
116,5,512
117,5,512
118,5,584
119,5,512
120,5,248
121,5,512
122,5,248
123,5,512
124,5,248
125,6,680
126,6,680
127,6,512
128,6,512
129,6,680
130,6,680
131,6,440
132,6,512
133,6,248
134,6,584
135,6,680
136,6,680
137,6,680
138,6,512
139,6,512
140,6,440
141,6,440
142,6,512
143,6,248
144,6,512
145,6,512
146,6,512
147,6,248
148,6,512
149,6,248
150,7,680
151,7,680
152,7,512
153,7,680
154,7,512
155,7,512
156,7,440
157,7,680
158,7,248
159,7,248
160,7,248
161,7,264
162,7,680
163,7,440
164,7,248
165,7,680
166,7,512
167,7,440
168,7,512
169,7,512
170,7,680
171,7,680
172,7,440
173,7,680
174,7,440
175,8,680
176,8,680
177,8,680
178,8,512
179,8,584
180,8,512
181,8,680
182,8,512
183,8,512
184,8,248
185,8,512
186,8,680
187,8,680
188,8,608
189,8,584
190,8,440
191,8,512
192,8,680
193,8,680
194,8,248
195,8,512
196,8,680
197,8,440
198,8,680
199,8,680
200,9,680
201,9,680
202,9,440
203,9,680
204,9,608
205,9,512
206,9,440
207,9,680
208,9,584
209,9,248
210,9,680
211,9,248
212,9,512
213,9,680
214,9,680
215,9,608
216,9,680
217,9,248
218,9,512
219,9,680
220,9,680
221,9,680
222,9,680
223,9,248
224,9,680
225,10,680
226,10,680
227,10,584
228,10,512
229,10,680
230,10,680
231,10,248
232,10,680
233,10,512
234,10,248
235,10,248
236,10,248
237,10,512
238,10,512
239,10,248
240,10,248
241,10,680
242,10,680
243,10,680
244,10,680
245,10,512
246,10,440
247,10,680
248,10,608
249,10,248
250,11,680
251,11,680
252,11,248
253,11,680
254,11,512
255,11,680
256,11,248
257,11,680
258,11,680
259,11,512
260,11,680
261,11,248
262,11,680
263,11,680
264,11,680
265,11,680
266,11,680
267,11,440
268,11,680
269,11,680
270,11,512
271,11,680
272,11,584
273,11,512
274,11,512
275,12,680
276,12,680
277,12,680
278,12,680
279,12,248
280,12,680
281,12,680
282,12,680
283,12,680
284,12,584
285,12,512
286,12,512
287,12,680
288,12,680
289,12,680
290,12,248
291,12,680
292,12,680
293,12,0
294,12,680
295,12,512
296,12,248
297,12,440
298,12,248
299,12,584
300,13,680
301,13,680
302,13,680
303,13,680
304,13,680
305,13,680
306,13,584
307,13,248
308,13,680
309,13,512
310,13,680
311,13,680
312,13,512
313,13,512
314,13,680
315,13,248
316,13,584
317,13,248
318,13,248
319,13,680
320,13,680
321,13,512
322,13,248
323,13,248
324,13,680
325,14,680
326,14,680
327,14,680
328,14,248
329,14,680
330,14,512
331,14,1448
332,14,248
333,14,680
334,14,248
335,14,680
336,14,0
337,14,512
338,14,512
339,14,680
340,14,248
341,14,680
342,14,248
343,14,680
344,14,680
345,14,608
346,14,584
347,14,248
348,14,512
349,14,512
350,15,1448
351,15,680
352,15,584
353,15,680
354,15,248
355,15,248
356,15,680
357,15,512
358,15,512
359,15,248
360,15,584
361,15,680
362,15,248
363,15,248
364,15,0
365,15,248
366,15,680
367,15,680
368,15,584
369,15,680
370,15,248
371,15,512
372,15,680
373,15,248
374,15,680
375,16,1448
376,16,680
377,16,248
378,16,512
379,16,248
380,16,512
381,16,248
382,16,0
383,16,1248
384,16,248
385,16,608
386,16,248
387,16,680
388,16,1248
389,16,248
390,16,512
391,16,248
392,16,680
393,16,584
394,16,248
395,16,512
396,16,680
397,16,680
398,16,0
399,16,680
400,17,1448
401,17,1248
402,17,248
403,17,1248
404,17,608
405,17,680
406,17,680
407,17,608
408,17,680
409,17,248
410,17,608
411,17,608
412,17,608
413,17,248
414,17,248
415,17,584
416,17,248
417,17,248
418,17,248
419,17,248
420,17,584
421,17,512
422,17,1448
423,17,1448
424,17,584
425,18,1448
426,18,1448
427,18,680
428,18,248
429,18,1248
430,18,608
431,18,584
432,18,1448
433,18,1248
434,18,584
435,18,248
436,18,608
437,18,680
438,18,1448
439,18,680
440,18,584
441,18,512
442,18,584
443,18,1248
444,18,608
445,18,1448
446,18,584
447,18,1448
448,18,248
449,18,512
450,19,1448
451,19,1448
452,19,1448
453,19,584
454,19,1448
455,19,1448
456,19,1448
457,19,248
458,19,584
459,19,1448
460,19,1248
461,19,1448
462,19,1448
463,19,1248
464,19,1248
465,19,1248
466,19,1248
467,19,680
468,19,608
469,19,512
470,19,608
471,19,680
472,19,1448
473,19,248
474,19,584
475,20,1448
476,20,1448
477,20,512
478,20,1448
479,20,1448
480,20,608
481,20,1248
482,20,1248
483,20,1248
484,20,608
485,20,1248
486,20,1248
487,20,1448
488,20,1248
489,20,1448
490,20,1448
491,20,680
492,20,1248
493,20,584
494,20,584
495,20,584
496,20,1448
497,20,584
498,20,1248
499,20,1448
500,21,1448
501,21,1448
502,21,680
503,21,584
504,21,1448
505,21,608
506,21,608
507,21,1448
508,21,1448
509,21,680
510,21,1248
511,21,1248
512,21,1448
513,21,1448
514,21,608
515,21,1248
516,21,1248
517,21,1448
518,21,608
519,21,1248
520,21,1448
521,21,680
522,21,1248
523,21,1248
524,21,608
525,22,1448
526,22,1448
527,22,1248
528,22,1448
529,22,1448
530,22,680
531,22,1448
532,22,680
533,22,1448
534,22,608
535,22,1448
536,22,608
537,22,1448
538,22,1248
539,22,1448
540,22,1248
541,22,608
542,22,1248
543,22,608
544,22,1248
545,22,608
546,22,680
547,22,584
548,22,1448
549,22,1448
550,23,1448
551,23,1448
552,23,1248
553,23,584
554,23,1448
555,23,1448
556,23,608
557,23,1448
558,23,512
559,23,512
560,23,1248
561,23,608
562,23,1448
563,23,584
564,23,1248
565,23,1448
566,23,608
567,23,680
568,23,1448
569,23,608
570,23,1248
571,23,1448
572,23,584
573,23,1248
574,23,512
575,24,1448
576,24,1448
577,24,1448
578,24,1448
579,24,1448
580,24,1448
581,24,1448
582,24,1248
583,24,248
584,24,1248
585,24,608
586,24,1448
587,24,608
588,24,1248
589,24,1448
590,24,248
591,24,512
592,24,1448
593,24,512
594,24,584
595,24,1248
596,24,512
597,24,1448
598,24,680
599,24,1448
600,25,1448
601,25,1448
602,25,608
603,25,1248
604,25,1248
605,25,584
606,25,1248
607,25,1448
608,25,1448
609,25,1448
610,25,608
611,25,680
612,25,584
613,25,680
614,25,1448
615,25,1448
616,25,1448
617,25,1248
618,25,608
619,25,584
620,25,1248
621,25,1448
622,25,512
623,25,1448
624,25,584
625,26,1448
626,26,1448
627,26,1448
628,26,1448
629,26,1448
630,26,680
631,26,248
632,26,1448
633,26,512
634,26,608
635,26,608
636,26,1248
637,26,1248
638,26,512
639,26,608
640,26,512
641,26,608
642,26,1448
643,26,680
644,26,1248
645,26,1448
646,26,608
647,26,1248
648,26,1448
649,26,1448
650,27,1448
651,27,1448
652,27,1448
653,27,1448
654,27,584
655,27,1448
656,27,680
657,27,1248
658,27,512
659,27,248
660,27,608
661,27,1248
662,27,608
663,27,608
664,27,608
665,27,1448
666,27,608
667,27,1448
668,27,1448
669,27,584
670,27,608
671,27,1448
672,27,1448
673,27,680
674,27,512
675,28,1448
676,28,1448
677,28,1248
678,28,1448
679,28,1448
680,28,608
681,28,608
682,28,248
683,28,608
684,28,512
685,28,584
686,28,1448
687,28,608
688,28,1248
689,28,584
690,28,608
691,28,608
692,28,1448
693,28,1248
694,28,608
695,28,1448
696,28,1248
697,28,1448
698,28,680
699,28,1448
700,29,1448
701,29,1448
702,29,1248
703,29,512
704,29,1248
705,29,608
706,29,1248
707,29,512
708,29,1248
709,29,584
710,29,608
711,29,1448
712,29,1448
713,29,1248
714,29,680
715,29,1448
716,29,608
717,29,1448
718,29,584
719,29,584
720,29,1448
721,29,608
722,29,248
723,29,1248
724,29,1448
725,30,1448
726,30,1448
727,30,1248
728,30,584
729,30,1248
730,30,1448
731,30,608
732,30,680
733,30,248
734,30,1448
735,30,1448
736,30,584
737,30,1448
738,30,1448
739,30,1448
740,30,1248
741,30,1248
742,30,680
743,30,608
744,30,1448
745,30,1448
746,30,1448
747,30,584
748,30,248
749,30,1448
750,31,1448
751,31,1448
752,31,1448
753,31,1248
754,31,608
755,31,608
756,31,1448
757,31,1248
758,31,680
759,31,1448
760,31,1448
761,31,1248
762,31,1448
763,31,1248
764,31,1448
765,31,1248
766,31,1448
767,31,1248
768,31,1248
769,31,1248
770,31,1248
771,31,1448
772,31,608
773,31,1248
774,31,1448
775,32,1448
776,32,1448
777,32,248
778,32,1248
779,32,512
780,32,608
781,32,608
782,32,608
783,32,1448
784,32,1448
785,32,608
786,32,1448
787,32,1248
788,32,680
789,32,608
790,32,680
791,32,608
792,32,680
793,32,1248
794,32,608
795,32,1248
796,32,1448
797,32,1248
798,32,1448
799,32,1248
800,33,1448
801,33,1448
802,33,1248
803,33,608
804,33,1448
805,33,1448
806,33,1248
807,33,1448
808,33,1448
809,33,1248
810,33,1448
811,33,680
812,33,1448
813,33,584
814,33,608
815,33,1448
816,33,680
817,33,1448
818,33,608
819,33,1448
820,33,1448
821,33,1248
822,33,608
823,33,512
824,33,608
825,34,1448
826,34,1448
827,34,1248
828,34,1248
829,34,1448
830,34,512
831,34,1248
832,34,584
833,34,608
834,34,1448
835,34,1448
836,34,608
837,34,584
838,34,680
839,34,248
840,34,1248
841,34,1448
842,34,1248
843,34,608
844,34,1448
845,34,608
846,34,1448
847,34,1448
848,34,584
849,34,680
850,35,1448
851,35,1448
852,35,608
853,35,512
854,35,1248
855,35,1448
856,35,1248
857,35,608
858,35,680
859,35,1448
860,35,608
861,35,1248
862,35,608
863,35,1248
864,35,1248
865,35,608
866,35,1248
867,35,608
868,35,1248
869,35,608
870,35,512
871,35,1448
872,35,512
873,35,680
874,35,584
875,36,1448
876,36,1448
877,36,584
878,36,680
879,36,608
880,36,608
881,36,1248
882,36,584
883,36,584
884,36,608
885,36,608
886,36,1448
887,36,1448
888,36,1248
889,36,1448
890,36,1248
891,36,608
892,36,1248
893,36,1248
894,36,608
895,36,1248
896,36,1448
897,36,0
898,36,608
899,36,1448
900,37,1448
901,37,1448
902,37,248
903,37,608
904,37,584
905,37,608
906,37,608
907,37,248
908,37,1248
909,37,608
910,37,1248
911,37,608
912,37,608
913,37,584
914,37,608
915,37,248
916,37,1248
917,37,680
918,37,1448
919,37,512
920,37,1448
921,37,1248
922,37,608
923,37,584
924,37,608
925,38,1448
926,38,1448
927,38,1248
928,38,1248
929,38,608
930,38,512
931,38,512
932,38,608
933,38,608
934,38,1248
935,38,1448
936,38,608
937,38,608
938,38,608
939,38,248
940,38,608
941,38,608
942,38,1248
943,38,1448
944,38,1448
945,38,1248
946,38,248
947,38,1448
948,38,584
949,38,1448
950,39,1448
951,39,1448
952,39,584
953,39,1448
954,39,1248
955,39,512
956,39,680
957,39,1448
958,39,680
959,39,608
960,39,1448
961,39,1448
962,39,1448
963,39,1248
964,39,680
965,39,680
966,39,1448
967,39,1448
968,39,584
969,39,1448
970,39,1448
971,39,1448
972,39,584
973,39,680
974,39,1448
975,40,1448
976,40,1448
977,40,584
978,40,1448
979,40,584
980,40,1248
981,40,1448
982,40,1248
983,40,512
984,40,1448
985,40,1248
986,40,1448
987,40,1248
988,40,608
989,40,1248
990,40,608
991,40,1448
992,40,1448
993,40,1448
994,40,1448
995,40,1448
996,40,1248
997,40,1248
998,40,680
999,40,248
1000,41,1448
1001,41,1448
1002,41,1448
1003,41,584
1004,41,1448
1005,41,584
1006,41,1248
1007,41,1448
1008,41,584
1009,41,1448
1010,41,608
1011,41,1448
1012,41,680
1013,41,1248
1014,41,1248
1015,41,1448
1016,41,1248
1017,41,1448
1018,41,608
1019,41,680
1020,41,1248
1021,41,1448
1022,41,680
1023,41,1448
1024,41,512
1025,42,1448
1026,42,1448
1027,42,608
1028,42,608
1029,42,512
1030,42,584
1031,42,608
1032,42,680
1033,42,1448
1034,42,608
1035,42,1248
1036,42,1448
1037,42,608
1038,42,680
1039,42,440
1040,42,1448
1041,42,584
1042,42,1448
1043,42,584
1044,42,1448
1045,42,1448
1046,42,608
1047,42,680
1048,42,608
1049,42,1248
1050,43,1448
1051,43,1448
1052,43,512
1053,43,1448
1054,43,1248
1055,43,608
1056,43,1448
1057,43,1448
1058,43,1448
1059,43,608
1060,43,1248
1061,43,1448
1062,43,584
1063,43,584
1064,43,608
1065,43,1448
1066,43,1248
1067,43,1448
1068,43,608
1069,43,1448
1070,43,680
1071,43,1448
1072,43,1248
1073,43,1448
1074,43,1448
1075,44,1448
1076,44,1448
1077,44,680
1078,44,608
1079,44,1448
1080,44,1448
1081,44,608
1082,44,608
1083,44,1248
1084,44,680
1085,44,1248
1086,44,584
1087,44,1448
1088,44,608
1089,44,608
1090,44,608
1091,44,608
1092,44,584
1093,44,584
1094,44,1448
1095,44,1248
1096,44,1448
1097,44,512
1098,44,1248
1099,44,1448
1100,45,1448
1101,45,1448
1102,45,608
1103,45,1248
1104,45,608
1105,45,1448
1106,45,1448
1107,45,1448
1108,45,1248
1109,45,1248
1110,45,1248
1111,45,680
1112,45,1448
1113,45,1248
1114,45,608
1115,45,1448
1116,45,1448
1117,45,584
1118,45,512
1119,45,1448
1120,45,1248
1121,45,512
1122,45,584
1123,45,608
1124,45,1448
1125,46,1448
1126,46,1448
1127,46,1448
1128,46,1448
1129,46,1248
1130,46,608
1131,46,680
1132,46,1448
1133,46,1248
1134,46,1248
1135,46,608
1136,46,1248
1137,46,584
1138,46,1248
1139,46,1248
1140,46,1248
1141,46,1448
1142,46,1248
1143,46,1448
1144,46,1248
1145,46,1448
1146,46,1448
1147,46,1248
1148,46,1448
1149,46,1248
1150,47,1448
1151,47,1448
1152,47,608
1153,47,584
1154,47,1248
1155,47,1248
1156,47,1248
1157,47,512
1158,47,584
1159,47,680
1160,47,1448
1161,47,1248
1162,47,1448
1163,47,1448
1164,47,1448
1165,47,1248
1166,47,512
1167,47,608
1168,47,584
1169,47,1448
1170,47,1448
1171,47,248
1172,47,680
1173,47,1448
1174,47,608
1175,48,1448
1176,48,1448
1177,48,1448
1178,48,512
1179,48,1248
1180,48,608
1181,48,248
1182,48,1448
1183,48,1448
1184,48,680
1185,48,512
1186,48,1248
1187,48,1448
1188,48,1248
1189,48,1448
1190,48,1448
1191,48,1448
1192,48,608
1193,48,248
1194,48,584
1195,48,584
1196,48,1448
1197,48,584
1198,48,608
1199,48,608
1200,49,1448
1201,49,1448
1202,49,1248
1203,49,608
1204,49,608
1205,49,1448
1206,49,1248
1207,49,1248
1208,49,1448
1209,49,584
1210,49,1448
1211,49,1448
1212,49,584
1213,49,1248
1214,49,1448
1215,49,1448
1216,49,1248
1217,49,1448
1218,49,608
1219,49,1248
1220,49,1448
1221,49,1448
1222,49,1248
1223,49,248
1224,49,0
1225,50,1448
1226,50,1448
1227,50,1448
1228,50,512
1229,50,608
1230,50,608
1231,50,680
1232,50,1448
1233,50,1448
1234,50,1448
1235,50,1248
1236,50,1248
1237,50,1248
1238,50,1448
1239,50,1448
1240,50,1448
1241,50,1248
1242,50,1448
1243,50,608
1244,50,608
1245,50,1448
1246,50,584
1247,50,1448
1248,50,1448
1249,50,608
1250,51,1448
1251,51,1448
1252,51,248
1253,51,1248
1254,51,1448
1255,51,680
1256,51,608
1257,51,248
1258,51,1448
1259,51,608
1260,51,1448
1261,51,1448
1262,51,584
1263,51,1248
1264,51,1248
1265,51,584
1266,51,608
1267,51,1248
1268,51,1448
1269,51,1248
1270,51,1448
1271,51,608
1272,51,608
1273,51,1448
1274,51,1448
1275,52,1448
1276,52,1448
1277,52,680
1278,52,1448
1279,52,1448
1280,52,1248
1281,52,680
1282,52,1248
1283,52,1448
1284,52,1248
1285,52,608
1286,52,608
1287,52,608
1288,52,1248
1289,52,680
1290,52,1248
1291,52,584
1292,52,1448
1293,52,1448
1294,52,608
1295,52,1448
1296,52,1448
1297,52,1448
1298,52,1448
1299,52,1448
1300,53,1448
1301,53,1448
1302,53,1248
1303,53,1248
1304,53,1448
1305,53,1448
1306,53,608
1307,53,512
1308,53,512
1309,53,1248
1310,53,512
1311,53,1448
1312,53,1248
1313,53,1248
1314,53,1248
1315,53,1248
1316,53,1448
1317,53,1448
1318,53,608
1319,53,512
1320,53,608
1321,53,608
1322,53,1248
1323,53,1448
1324,53,608
1325,54,1448
1326,54,1448
1327,54,584
1328,54,512
1329,54,1448
1330,54,608
1331,54,680
1332,54,608
1333,54,608
1334,54,1448
1335,54,1248
1336,54,584
1337,54,1248
1338,54,1448
1339,54,1248
1340,54,584
1341,54,1448
1342,54,1248
1343,54,608
1344,54,1448
1345,54,608
1346,54,608
1347,54,608
1348,54,1248
1349,54,1448
1350,55,1448
1351,55,1448
1352,55,1448
1353,55,608
1354,55,608
1355,55,584
1356,55,1448
1357,55,680
1358,55,1248
1359,55,1448
1360,55,1448
1361,55,608
1362,55,1448
1363,55,1248
1364,55,1448
1365,55,1448
1366,55,1448
1367,55,584
1368,55,608
1369,55,608
1370,55,680
1371,55,608
1372,55,680
1373,55,1448
1374,55,1448
1375,56,1448
1376,56,1448
1377,56,1448
1378,56,1248
1379,56,1248
1380,56,1448
1381,56,1248
1382,56,680
1383,56,680
1384,56,1448
1385,56,1248
1386,56,608
1387,56,1448
1388,56,1448
1389,56,608
1390,56,248
1391,56,512
1392,56,1248
1393,56,608
1394,56,1248
1395,56,1448
1396,56,1248
1397,56,1248
1398,56,584
1399,56,608
1400,57,1448
1401,57,1448
1402,57,608
1403,57,608
1404,57,1248
1405,57,1248
1406,57,512
1407,57,1248
1408,57,1448
1409,57,608
1410,57,584
1411,57,608
1412,57,512
1413,57,1248
1414,57,1248
1415,57,680
1416,57,608
1417,57,1248
1418,57,1448
1419,57,680
1420,57,608
1421,57,608
1422,57,1248
1423,57,1448
1424,57,1448
1425,58,1448
1426,58,1448
1427,58,1448
1428,58,1448
1429,58,608
1430,58,1248
1431,58,1448
1432,58,1248
1433,58,1448
1434,58,1248
1435,58,1248
1436,58,1448
1437,58,680
1438,58,584
1439,58,1448
1440,58,248
1441,58,1448
1442,58,680
1443,58,1448
1444,58,1448
1445,58,608
1446,58,680
1447,58,680
1448,58,608
1449,58,1248
1450,59,1448
1451,59,1448
1452,59,608
1453,59,1248
1454,59,608
1455,59,680
1456,59,1448
1457,59,608
1458,59,1248
1459,59,608
1460,59,1248
1461,59,1448
1462,59,512
1463,59,608
1464,59,1448
1465,59,1448
1466,59,512
1467,59,1448
1468,59,1248
1469,59,608
1470,59,1248
1471,59,680
1472,59,680
1473,59,1448
1474,59,1448
1475,60,1448
1476,60,1448
1477,60,1448
1478,60,1448
1479,60,1248
1480,60,680
1481,60,608
1482,60,1248
1483,60,680
1484,60,608
1485,60,608
1486,60,1248
1487,60,608
1488,60,1248
1489,60,608
1490,60,1448
1491,60,680
1492,60,1448
1493,60,608
1494,60,608
1495,60,1448
1496,60,680
1497,60,1248
1498,60,680
1499,60,1448
1500,61,1448
1501,61,1448
1502,61,1448
1503,61,680
1504,61,1248
1505,61,584
1506,61,1248
1507,61,584
1508,61,680
1509,61,608
1510,61,1448
1511,61,1248
1512,61,512
1513,61,1448
1514,61,1448
1515,61,584
1516,61,1248
1517,61,608
1518,61,1448
1519,61,1448
1520,61,512
1521,61,680
1522,61,1448
1523,61,608
1524,61,512
1525,62,1448
1526,62,1448
1527,62,1448
1528,62,680
1529,62,1248
1530,62,1448
1531,62,1448
1532,62,1448
1533,62,1248
1534,62,1448
1535,62,1248
1536,62,1248
1537,62,608
1538,62,608
1539,62,1448
1540,62,1448
1541,62,1448
1542,62,608
1543,62,1448
1544,62,1448
1545,62,584
1546,62,1248
1547,62,248
1548,62,680
1549,62,512
1550,63,1448
1551,63,1448
1552,63,1448
1553,63,1248
1554,63,608
1555,63,608
1556,63,1448
1557,63,1448
1558,63,1448
1559,63,680
1560,63,512
1561,63,1448
1562,63,1448
1563,63,680
1564,63,1448
1565,63,584
1566,63,608
1567,63,608
1568,63,1248
1569,63,1448
1570,63,1248
1571,63,1248
1572,63,608
1573,63,1448
1574,63,248
1575,64,1448
1576,64,1448
1577,64,512
1578,64,1248
1579,64,248
1580,64,1248
1581,64,584
1582,64,248
1583,64,680
1584,64,1448
1585,64,608
1586,64,1448
1587,64,1248
1588,64,608
1589,64,1448
1590,64,512
1591,64,1448
1592,64,680
1593,64,608
1594,64,1248
1595,64,1448
1596,64,608
1597,64,1448
1598,64,608
1599,64,608
1600,65,1448
1601,65,1448
1602,65,1448
1603,65,608
1604,65,1448
1605,65,1448
1606,65,608
1607,65,1248
1608,65,608
1609,65,608
1610,65,1448
1611,65,584
1612,65,1448
1613,65,608
1614,65,512
1615,65,680
1616,65,1448
1617,65,1448
1618,65,1248
1619,65,608
1620,65,1448
1621,65,608
1622,65,512
1623,65,512
1624,65,680
1625,66,1448
1626,66,1448
1627,66,680
1628,66,608
1629,66,512
1630,66,584
1631,66,680
1632,66,1448
1633,66,608
1634,66,512
1635,66,1248
1636,66,512
1637,66,608
1638,66,608
1639,66,1248
1640,66,608
1641,66,1448
1642,66,1448
1643,66,512
1644,66,1248
1645,66,584
1646,66,608
1647,66,584
1648,66,1248
1649,66,584
1650,67,1448
1651,67,1448
1652,67,608
1653,67,1248
1654,67,1248
1655,67,608
1656,67,1248
1657,67,608
1658,67,1448
1659,67,1448
1660,67,1248
1661,67,608
1662,67,512
1663,67,608
1664,67,1248
1665,67,1448
1666,67,1448
1667,67,608
1668,67,1448
1669,67,512
1670,67,608
1671,67,1248
1672,67,608
1673,67,1448
1674,67,608
1675,68,1448
1676,68,1448
1677,68,1448
1678,68,512
1679,68,680
1680,68,1248
1681,68,608
1682,68,1448
1683,68,1448
1684,68,1248
1685,68,1448
1686,68,608
1687,68,680
1688,68,680
1689,68,1248
1690,68,1448
1691,68,608
1692,68,1248
1693,68,1448
1694,68,1248
1695,68,512
1696,68,680
1697,68,1448
1698,68,512
1699,68,1448
1700,69,1448
1701,69,1448
1702,69,1248
1703,69,608
1704,69,1248
1705,69,680
1706,69,608
1707,69,608
1708,69,608
1709,69,1448
1710,69,1448
1711,69,1248
1712,69,1248
1713,69,1448
1714,69,584
1715,69,680
1716,69,608
1717,69,1448
1718,69,608
1719,69,680
1720,69,1448
1721,69,1248
1722,69,1248
1723,69,1448
1724,69,1248
1725,70,1448
1726,70,1448
1727,70,584
1728,70,1448
1729,70,1448
1730,70,1448
1731,70,680
1732,70,608
1733,70,608
1734,70,608
1735,70,1248
1736,70,1448
1737,70,1448
1738,70,1248
1739,70,1248
1740,70,1248
1741,70,1448
1742,70,1448
1743,70,1248
1744,70,1248
1745,70,1448
1746,70,1448
1747,70,1448
1748,70,1248
1749,70,1448
1750,71,1448
1751,71,1448
1752,71,248
1753,71,1248
1754,71,1448
1755,71,1448
1756,71,680
1757,71,608
1758,71,512
1759,71,608
1760,71,608
1761,71,1448
1762,71,1248
1763,71,1448
1764,71,608
1765,71,1448
1766,71,1448
1767,71,1448
1768,71,1248
1769,71,1448
1770,71,1448
1771,71,1448
1772,71,1248
1773,71,680
1774,71,608
1775,72,1448
1776,72,1448
1777,72,1448
1778,72,584
1779,72,1448
1780,72,1448
1781,72,1248
1782,72,608
1783,72,1448
1784,72,608
1785,72,512
1786,72,608
1787,72,584
1788,72,608
1789,72,608
1790,72,608
1791,72,1448
1792,72,1248
1793,72,1248
1794,72,1248
1795,72,608
1796,72,1248
1797,72,1248
1798,72,680
1799,72,1248
1800,73,1448
1801,73,1448
1802,73,1448
1803,73,608
1804,73,1248
1805,73,1448
1806,73,1248
1807,73,1448
1808,73,1448
1809,73,1448
1810,73,608
1811,73,1448
1812,73,1448
1813,73,608
1814,73,1448
1815,73,1248
1816,73,1448
1817,73,1448
1818,73,1448
1819,73,1448
